data,consumo_kw
2024-09-01,"2,226"
2024-10-01,"2,56"
2024-11-01,"2,329"
2024-12-01,"2,339"
2024-01-01,"55,309"
2024-02-01,"46,799"
2024-03-01,"58,882"
2024-04-01,"52,933"
2024-05-01,"47,687"
2024-06-01,"49,903"
2024-07-01,"54,94"
2024-08-01,"56,708"
2024-09-01,"70,683"
2024-10-01,"69,449"
2024-11-01,"68,176"
2024-12-01,"52,665"
2024-01-01,"21,915"
2024-02-01,"20,06"
2024-03-01,"17,815"
2024-04-01,"27,578"
2024-05-01,"28,647"
2024-06-01,"20,491"
2024-07-01,"23,787"
2024-08-01,"31,875"
2024-09-01,"34,45"
2024-10-01,"39,241"
2024-11-01,"33,352"
2024-12-01,"27,821"
2024-01-01,"86,077"
2024-02-01,"64,276"
2024-03-01,"74,812"
2024-04-01,"86,895"
2024-05-01,"86,473"
2024-06-01,"69,302"
2024-07-01,"93,257"
2024-08-01,"79,176"
2024-09-01,"96,808"
2024-10-01,"100,785"
2024-11-01,"81,712"
2024-12-01,"92,09"
2024-01-01,"52,875"
2024-02-01,"82,153"
2024-03-01,"66,785"
2024-04-01,"73,708"
2024-05-01,"61,662"
2024-06-01,"63,34"
2024-07-01,"60,552"
2024-08-01,"78,461"
2024-09-01,"79,433"
2024-10-01,"92,725"
2024-11-01,"84,202"
2024-12-01,"71,715"
2024-01-01,"38,189"
2024-02-01,"25,743"
2024-03-01,"24,919"
2024-04-01,"51,031"
2024-05-01,"59,388"
2024-06-01,"57,839"
2024-07-01,"51,845"
2024-08-01,"53,177"
2024-09-01,"74,442"
2024-10-01,"80,612"
2024-11-01,"72,962"
2024-12-01,"65,584"
2024-01-01,"-121,473"
2024-02-01,"3,719"
2024-03-01,"4,114"
2024-04-01,"4,431"
2024-05-01,"4,707"
2024-06-01,"4,974"
2024-07-01,"4,467"
2024-08-01,"4,979"
2024-09-01,"4,882"
2024-10-01,"4,551"
2024-11-01,"4,408"
2024-12-01,"3,903"
2024-01-01,"105,403"
2024-02-01,"98,589"
2024-03-01,"200,429"
2024-04-01,"101,669"
2024-05-01,"105,186"
2024-06-01,"101,726"
2024-07-01,"104,729"
2024-08-01,"104,923"
2024-09-01,"102,055"
2024-10-01,"105,341"
2024-11-01,"102,168"
2024-12-01,"105,35"
2024-01-01,"4,022"
2024-04-01,"15,277"
2024-05-01,"26,308"
2024-06-01,"19,145"
2024-07-01,"15,292"
2024-08-01,"15,948"
2024-09-01,"13,515"
2024-10-01,"12,567"
2024-11-01,"13,024"
2024-12-01,"16,059"
2024-01-01,"11,13"
2024-02-01,"11,908"
2024-03-01,"19,956"
2024-01-01,"1,929"
2024-02-01,"1,891"
2024-03-01,"1,752"
2024-04-01,"1,866"
2024-05-01,"1,896"
2024-06-01,"1,775"
2024-07-01,"1,749"
2024-08-01,"1,975"
2024-09-01,"2,188"
2024-10-01,"2,128"
2024-11-01,"1,94"
2024-12-01,"1,89"
2024-01-01,171
2024-02-01,161
2024-03-01,172
2024-04-01,172
2024-05-01,176
2024-06-01,163
2024-07-01,171
2024-08-01,177
2024-09-01,146
2024-10-01,82
2024-11-01,83
2024-12-01,76
2024-01-01,"187,611"
2024-02-01,"190,253"
2024-03-01,"195,84"
2024-04-01,"183,084"
2024-05-01,"180,501"
2024-06-01,"190,302"
2024-07-01,"178,446"
2024-08-01,"186,156"
2024-09-01,"184,933"
2024-10-01,"186,408"
2024-11-01,"185,853"
2024-12-01,"193,228"
2024-01-01,"1373,834"
2024-02-01,"1434,656"
2024-03-01,"1591,554"
2024-04-01,"1546,013"
2024-05-01,"1562,167"
2024-06-01,"1628,484"
2024-07-01,"1634,576"
2024-08-01,"1570,64"
2024-09-01,"1591,87"
2024-10-01,"1572,419"
2024-11-01,"1684,899"
2024-12-01,"1817,668"
2024-01-01,"2434,274"
2024-02-01,"2550,599"
2024-03-01,"2815,287"
2024-04-01,"2684,648"
2024-05-01,"2678,344"
2024-06-01,"2797,243"
2024-07-01,"2688,96"
2024-08-01,"2612,361"
2024-09-01,"2543,668"
2024-10-01,"2611,161"
2024-11-01,"2753,199"
2024-12-01,"3006,302"
2024-01-01,"3095,259"
2024-02-01,"3278,425"
2024-03-01,"3589,684"
2024-04-01,"3502,086"
2024-05-01,"3447,51"
2024-06-01,"3553,832"
2024-07-01,"3485,739"
2024-08-01,"3311,082"
2024-09-01,"3354,832"
2024-10-01,"3389,783"
2024-11-01,"3584,716"
2024-12-01,"3862,549"
2024-01-01,"3406,581"
2024-02-01,"3532,488"
2024-03-01,"3659,375"
2024-04-01,"3694,246"
2024-05-01,"3741,587"
2024-06-01,"3867,341"
2024-07-01,"3740,091"
2024-08-01,"3783,419"
2024-09-01,"3809,014"
2024-10-01,"3909,199"
2024-11-01,"3993,579"
2024-12-01,"4182,694"
2024-01-01,"3303,46"
2024-02-01,"3288,795"
2024-03-01,"3278,633"
2024-04-01,"3383,269"
2024-05-01,"3429,677"
2024-06-01,"3615,583"
2024-07-01,"3511,516"
2024-08-01,"3611,765"
2024-09-01,"3868,551"
2024-10-01,"3862,831"
2024-11-01,"3967,077"
2024-12-01,"3949,379"
2024-01-01,"10178,972"
2024-02-01,"10208,993"
2024-03-01,"9220,116"
2024-04-01,"10145,401"
2024-05-01,"10589,13"
2024-06-01,"11008,16"
2024-07-01,"11110,322"
2024-08-01,"12199,315"
2024-09-01,"13419,013"
2024-10-01,"13412,611"
2024-11-01,"13468,681"
2024-12-01,"12278,214"
2024-01-01,"10808,638"
2024-02-01,"10528,254"
2024-03-01,"9140,314"
2024-04-01,"9860,382"
2024-05-01,"9703,197"
2024-06-01,"11648,071"
2024-07-01,"10871,885"
2024-08-01,"13648,531"
2024-09-01,"15615,568"
2024-10-01,"15984,555"
2024-11-01,"16175,241"
2024-12-01,"14476,309"
2024-01-01,"200,161"
2024-02-01,"196,206"
2024-03-01,"186,08"
2024-04-01,"186,568"
2024-05-01,"184,284"
2024-06-01,"176,173"
2024-07-01,"174,777"
2024-08-01,"171,071"
2024-09-01,"158,574"
2024-10-01,"152,328"
2024-11-01,"147,941"
2024-12-01,"145,487"
2024-01-01,"840,328"
2024-02-01,"862,291"
2024-03-01,"895,721"
2024-04-01,"867,896"
2024-05-01,"856,351"
2024-06-01,"850,787"
2024-07-01,"867,755"
2024-08-01,"832,71"
2024-09-01,"772,344"
2024-10-01,"764,768"
2024-11-01,"750,638"
2024-12-01,"806,205"
2024-01-01,"2713,383"
2024-02-01,"2757,316"
2024-03-01,"2885,599"
2024-04-01,"2855,595"
2024-05-01,"2814,331"
2024-06-01,"2732,016"
2024-07-01,"2839,787"
2024-08-01,"2764,203"
2024-09-01,"2620,472"
2024-10-01,"2626,666"
2024-11-01,"2623,835"
2024-12-01,"2748,962"
2024-01-01,"20187,451"
2024-02-01,"19669,053"
2024-03-01,"17488,31"
2024-04-01,"18839,26"
2024-05-01,"19421,902"
2024-06-01,"19297,891"
2024-07-01,"20275,779"
2024-08-01,"22067,959"
2024-09-01,"22982,932"
2024-10-01,"23496,634"
2024-11-01,"22223,477"
2024-12-01,"19766,023"
2024-01-01,"0,709"
2024-02-01,"0,776"
2024-03-01,"0,804"
2024-04-01,"0,726"
2024-05-01,"0,75"
2024-06-01,"0,72"
2024-07-01,"0,863"
2024-08-01,"0,718"
2024-09-01,"0,69"
2024-10-01,"0,703"
2024-11-01,"0,75"
2024-12-01,"0,6"
2024-01-01,"7,049"
2024-02-01,"6,546"
2024-03-01,"6,462"
2024-04-01,"6,706"
2024-05-01,"6,464"
2024-06-01,"6,263"
2024-07-01,"5,88"
2024-08-01,"5,526"
2024-09-01,"4,513"
2024-10-01,"4,384"
2024-11-01,"4,843"
2024-12-01,"5,192"
2024-01-01,"12,371"
2024-02-01,"13,207"
2024-03-01,"15,53"
2024-04-01,"13,139"
2024-05-01,"13,529"
2024-06-01,"14,121"
2024-07-01,"13,162"
2024-08-01,"11,81"
2024-09-01,"12,193"
2024-10-01,"12,488"
2024-11-01,"12,219"
2024-12-01,"12,496"
2024-01-01,"184,754"
2024-02-01,"174,579"
2024-03-01,"156,454"
2024-04-01,"176,338"
2024-05-01,"175,638"
2024-06-01,"179,981"
2024-07-01,"185,014"
2024-08-01,"198,531"
2024-09-01,"197,643"
2024-10-01,"212,213"
2024-11-01,"193,832"
2024-12-01,"177,059"
2024-01-01,"3,399"
2024-02-01,"3,39"
2024-03-01,"3,184"
2024-04-01,"3,326"
2024-05-01,"3,475"
2024-06-01,"3,446"
2024-07-01,"3,597"
2024-08-01,"3,593"
2024-09-01,"3,339"
2024-10-01,"3,47"
2024-11-01,"3,36"
2024-12-01,"4,018"
2024-01-01,"12,896"
2024-02-01,"12,104"
2024-03-01,"12,501"
2024-04-01,"13,155"
2024-05-01,"12,526"
2024-06-01,"11,501"
2024-07-01,"13,039"
2024-08-01,"11,902"
2024-09-01,"11,191"
2024-10-01,"11,694"
2024-11-01,"10,375"
2024-12-01,"13,125"
2024-01-01,"35,591"
2024-02-01,"37,395"
2024-03-01,"40,001"
2024-04-01,"41,927"
2024-05-01,"41,768"
2024-06-01,"38,917"
2024-07-01,"40,051"
2024-08-01,"38,443"
2024-09-01,"38,096"
2024-10-01,"36,692"
2024-11-01,"39,177"
2024-12-01,"43,344"
2024-01-01,"316,872"
2024-02-01,"303,641"
2024-03-01,"278,163"
2024-04-01,"318,66"
2024-05-01,"325,898"
2024-06-01,"329,312"
2024-07-01,"339,066"
2024-08-01,"380,694"
2024-09-01,"388,006"
2024-10-01,"401,302"
2024-11-01,"370,998"
2024-12-01,"332,85"
2024-01-01,"29,537"
2024-02-01,"27,562"
2024-03-01,"28,601"
2024-04-01,"28,689"
2024-05-01,"27,852"
2024-06-01,"27,268"
2024-07-01,"26,934"
2024-08-01,"25,943"
2024-09-01,"24,534"
2024-10-01,"24,446"
2024-11-01,"23,451"
2024-12-01,"23,688"
2024-01-01,"110,886"
2024-02-01,"111,749"
2024-03-01,"125,497"
2024-04-01,"122,994"
2024-05-01,"115,007"
2024-06-01,"114,724"
2024-07-01,"118,166"
2024-08-01,"114,002"
2024-09-01,"104,458"
2024-10-01,"105,265"
2024-11-01,"104,707"
2024-12-01,"115,567"
2024-01-01,"341,576"
2024-02-01,"355,158"
2024-03-01,"381,964"
2024-04-01,"383,401"
2024-05-01,"366,707"
2024-06-01,"366,38"
2024-07-01,"372,446"
2024-08-01,"365,942"
2024-09-01,"353,965"
2024-10-01,"354,952"
2024-11-01,"361,803"
2024-12-01,"375,306"
2024-01-01,"2723,847"
2024-02-01,"2649,594"
2024-03-01,"2436,434"
2024-04-01,"2679,192"
2024-05-01,"2737,574"
2024-06-01,"2747,578"
2024-07-01,"2845,539"
2024-08-01,"3102,936"
2024-09-01,"3269,989"
2024-10-01,"3387,585"
2024-11-01,"3196,032"
2024-12-01,"2864,977"
2024-01-01,"17,33"
2024-02-01,"16,835"
2024-03-01,"15,768"
2024-04-01,"15,419"
2024-05-01,"14,831"
2024-06-01,"13,903"
2024-07-01,"13,617"
2024-08-01,"12,86"
2024-09-01,"12,518"
2024-10-01,"12,022"
2024-11-01,"11,685"
2024-12-01,"11,32"
2024-01-01,"48,749"
2024-02-01,"46,78"
2024-03-01,"49,046"
2024-04-01,"42,188"
2024-05-01,"40,205"
2024-06-01,"41,452"
2024-07-01,"40,438"
2024-08-01,"35,602"
2024-09-01,"32,656"
2024-10-01,"30,262"
2024-11-01,"31,927"
2024-12-01,"34,567"
2024-01-01,"185,515"
2024-02-01,"185,928"
2024-03-01,"195,563"
2024-04-01,"185,389"
2024-05-01,"174,935"
2024-06-01,"168,968"
2024-07-01,"164,393"
2024-08-01,"155,597"
2024-09-01,"147,239"
2024-10-01,"135,095"
2024-11-01,"138,409"
2024-12-01,"147,784"
2024-01-01,"1174,604"
2024-02-01,"1119,515"
2024-03-01,"1024,827"
2024-04-01,"1096,737"
2024-05-01,"1138,257"
2024-06-01,"1125,898"
2024-07-01,"1139,182"
2024-08-01,"1207,901"
2024-09-01,"1272,135"
2024-10-01,"1306,502"
2024-11-01,"1233,387"
2024-12-01,"1099,337"
2024-01-01,"349,629"
2024-02-01,"303,571"
2024-03-01,"396,007"
2024-04-01,"296,105"
2024-05-01,"332,785"
2024-06-01,"368,411"
2024-07-01,"870,088"
2024-08-01,"904,433"
2024-09-01,"849,439"
2024-10-01,"801,695"
2024-11-01,"796,406"
2024-12-01,"922,393"
2024-01-01,"375,339"
2024-02-01,"263,602"
2024-03-01,"297,92"
2024-04-01,"298,444"
2024-05-01,"342,702"
2024-06-01,"313,442"
2024-07-01,"76,929"
2024-08-01,"278,092"
2024-09-01,"281,767"
2024-10-01,"103,337"
2024-01-01,"29,595"
2024-02-01,"27,804"
2024-03-01,"25,256"
2024-04-01,"20,459"
2024-05-01,"23,825"
2024-06-01,"22,714"
2024-07-01,"33,482"
2024-08-01,"29,75"
2024-09-01,"22,901"
2024-10-01,"28,097"
2024-11-01,"-28,097"
2024-11-01,"22,153"
2024-12-01,"25,974"
2024-01-01,"1587,716"
2024-02-01,"1714,497"
2024-03-01,"1710,557"
2024-04-01,"1818,422"
2024-05-01,"1701,215"
2024-06-01,"2467,37"
2024-07-01,"2970,204"
2024-08-01,"2531,095"
2024-09-01,"2133,282"
2024-10-01,"2248,437"
2024-11-01,"2586,872"
2024-12-01,"2599,808"
2024-01-01,"746,425"
2024-02-01,"650,377"
2024-03-01,"789,835"
2024-04-01,"740,664"
2024-05-01,"681,77"
2024-06-01,"809,061"
2024-07-01,"1039,19"
2024-08-01,"944,909"
2024-09-01,"987,552"
2024-10-01,"958,23"
2024-11-01,"1074,465"
2024-12-01,"942,152"
2024-01-01,"5085,1"
2024-02-01,"4871,968"
2024-03-01,"4423,894"
2024-04-01,"4785,303"
2024-05-01,"4655,92"
2024-06-01,"4850,195"
2024-07-01,"4991,427"
2024-08-01,"5138,491"
2024-09-01,"4786,529"
2024-10-01,"5745,341"
2024-11-01,"5778,971"
2024-12-01,"5574,154"
2024-01-01,"7812,603"
2024-02-01,"7393,967"
2024-03-01,"7849,865"
2024-04-01,"7753,37"
2024-05-01,"7701,034"
2024-06-01,"7024,956"
2024-07-01,"7247,868"
2024-08-01,"7056,942"
2024-09-01,"6744,025"
2024-10-01,"7229,779"
2024-11-01,"6590,607"
2024-12-01,"5001,755"
2024-01-01,"3951,292"
2024-02-01,"4059,094"
2024-03-01,"4514,943"
2024-04-01,"4747,855"
2024-05-01,"5530,01"
2024-06-01,"5378,242"
2024-07-01,"5570,326"
2024-08-01,"6609,54"
2024-09-01,"6403,081"
2024-10-01,"6657,119"
2024-11-01,"6416,699"
2024-12-01,"7025,251"
2024-01-01,"157,997"
2024-02-01,"157,074"
2024-03-01,"151,028"
2024-04-01,"153,956"
2024-05-01,"157,732"
2024-06-01,"161,67"
2024-07-01,"167,425"
2024-08-01,"186,811"
2024-09-01,"233,442"
2024-10-01,"209,073"
2024-11-01,"224,995"
2024-12-01,"206,133"
2024-01-01,"12,548"
2024-02-01,"11,395"
2024-03-01,"11,739"
2024-04-01,"12,6"
2024-05-01,"12,136"
2024-06-01,"14,427"
2024-07-01,"16,589"
2024-08-01,"15,796"
2024-09-01,"15,882"
2024-10-01,"25,385"
2024-11-01,"25,199"
2024-12-01,"25,51"
2024-01-01,"269,532"
2024-02-01,"288,888"
2024-03-01,"270,42"
2024-04-01,"299,271"
2024-05-01,"296,049"
2024-06-01,"285,998"
2024-07-01,"291,257"
2024-08-01,"302,342"
2024-09-01,"312,316"
2024-10-01,"320,253"
2024-11-01,"301,222"
2024-12-01,"297,414"
2024-01-01,"14,552"
2024-02-01,"13,691"
2024-03-01,"13,703"
2024-04-01,"13,775"
2024-05-01,"13,413"
2024-06-01,"13,596"
2024-07-01,"13,841"
2024-08-01,"17,054"
2024-09-01,"25,878"
2024-10-01,"21,261"
2024-11-01,"24,172"
2024-12-01,"20,561"
2024-01-01,"7401,46"
2024-02-01,"7372,69"
2024-03-01,"7169,698"
2024-04-01,"7688,422"
2024-05-01,"7725,49"
2024-06-01,"7737,782"
2024-07-01,"7574,568"
2024-08-01,"7896,004"
2024-09-01,"8896,686"
2024-10-01,"8066,454"
2024-11-01,"8212,127"
2024-12-01,"7851,288"
2024-01-01,"60,338"
2024-02-01,"116,576"
2024-03-01,"137,213"
2024-04-01,"116,548"
2024-05-01,"74,877"
2024-06-01,"78,042"
2024-07-01,"80,144"
2024-08-01,"94,719"
2024-09-01,"97,231"
2024-10-01,"75,351"
2024-11-01,"86,666"
2024-12-01,"87,623"
2024-01-01,"507,746"
2024-02-01,"487,088"
2024-03-01,"486,419"
2024-04-01,"492,22"
2024-05-01,"484,837"
2024-06-01,"470,359"
2024-07-01,"458,101"
2024-08-01,"516,199"
2024-09-01,"557,205"
2024-10-01,"574,595"
2024-11-01,"573,227"
2024-12-01,"565,259"
2024-01-01,"21,539"
2024-02-01,"15,698"
2024-03-01,"19,159"
2024-04-01,"12,154"
2024-05-01,"12,01"
2024-06-01,"33,394"
2024-07-01,"39,96"
2024-08-01,"40,779"
2024-09-01,"45,053"
2024-10-01,"43,508"
2024-11-01,"45,786"
2024-12-01,"47,072"
2024-01-01,"140,561"
2024-02-01,"163,503"
2024-03-01,"148,658"
2024-04-01,"167,764"
2024-05-01,"290,757"
2024-06-01,"154,647"
2024-07-01,"181,467"
2024-08-01,"192,673"
2024-09-01,"196,938"
2024-10-01,"211,094"
2024-11-01,"195,566"
2024-12-01,"176,629"
2024-01-01,"1568,053"
2024-02-01,"1522,889"
2024-03-01,"1590,547"
2024-04-01,"1934,62"
2024-05-01,"1556,86"
2024-06-01,"1463,295"
2024-07-01,"1652,391"
2024-08-01,"1877,227"
2024-09-01,"1805,317"
2024-10-01,"1908,16"
2024-11-01,"1667,726"
2024-12-01,"1483,978"
2024-01-01,"1206,382"
2024-02-01,"1139,534"
2024-03-01,"1339,892"
2024-04-01,"1687,056"
2024-05-01,"1715,069"
2024-06-01,"1565,33"
2024-07-01,"1305,532"
2024-08-01,"1507,842"
2024-09-01,"1773,429"
2024-10-01,"1796,198"
2024-11-01,"1766,325"
2024-12-01,"1619,304"
2024-01-01,"3709,526"
2024-02-01,"3254,452"
2024-03-01,"3891,384"
2024-04-01,"4258,761"
2024-05-01,"4505,199"
2024-06-01,"4410,127"
2024-07-01,"3562,673"
2024-08-01,"4470,038"
2024-09-01,"5264,591"
2024-10-01,"5035,369"
2024-11-01,"4973,177"
2024-12-01,"4115,299"
2024-01-01,"1557,347"
2024-02-01,"1548,191"
2024-03-01,"1940,493"
2024-04-01,"2022,707"
2024-05-01,"2066,662"
2024-06-01,"2148,173"
2024-07-01,"1915,759"
2024-08-01,"1960,654"
2024-09-01,"2395,036"
2024-10-01,"2446,666"
2024-11-01,"2412,095"
2024-12-01,"2107,638"
2024-01-01,"307,767"
2024-02-01,"343,717"
2024-03-01,"359,713"
2024-04-01,"427,402"
2024-05-01,"431,152"
2024-06-01,"432,001"
2024-07-01,"484,667"
2024-08-01,"660,281"
2024-09-01,"639,676"
2024-10-01,"593,936"
2024-11-01,"636,853"
2024-12-01,"526,183"
2024-01-01,"3680,713"
2024-02-01,"3459,327"
2024-03-01,"4468,836"
2024-04-01,"3897,05"
2024-05-01,"3701,914"
2024-06-01,"3624,548"
2024-07-01,"3715,271"
2024-08-01,"3676,258"
2024-09-01,"3603,041"
2024-10-01,"3772,494"
2024-11-01,"3694,686"
2024-12-01,"3337,454"
2024-01-01,"2,825"
2024-02-01,"3,59"
2024-03-01,"3,815"
2024-04-01,"3,943"
2024-05-01,"1,35"
2024-06-01,"1,813"
2024-07-01,"2,064"
2024-01-01,"399,765"
2024-02-01,"104,568"
2024-03-01,"134,204"
2024-04-01,"338,536"
2024-05-01,"410,773"
2024-06-01,"-3,586"
2024-07-01,"881,126"
2024-08-01,"471,398"
2024-09-01,"470,383"
2024-10-01,"454,279"
2024-11-01,"538,696"
2024-12-01,"631,511"
2024-01-01,"89,003"
2024-02-01,"333,608"
2024-03-01,"362,681"
2024-04-01,"223,494"
2024-05-01,"38,709"
2024-06-01,"18,218"
2024-07-01,"28,743"
2024-08-01,"37,325"
2024-09-01,"30,598"
2024-10-01,"35,896"
2024-11-01,"33,815"
2024-12-01,"24,981"
2024-01-01,"1368,141"
2024-02-01,"1295,853"
2024-03-01,"1411,421"
2024-04-01,"1316,593"
2024-05-01,"1371,828"
2024-06-01,"1288,01"
2024-07-01,"1364,229"
2024-08-01,"1338,512"
2024-09-01,"1374,527"
2024-10-01,"1424,062"
2024-11-01,"1331,207"
2024-12-01,"1408,027"
2024-01-01,"123,191"
2024-02-01,"132,167"
2024-03-01,"123,473"
2024-04-01,"163,261"
2024-05-01,"132,25"
2024-06-01,"180,112"
2024-07-01,"162,773"
2024-08-01,"168,176"
2024-09-01,"151,163"
2024-10-01,"145,282"
2024-11-01,"175,639"
2024-12-01,"145,765"
2024-01-01,"59,221"
2024-02-01,"53,204"
2024-03-01,"61,497"
2024-04-01,"56,384"
2024-05-01,"54,842"
2024-06-01,"46,29"
2024-07-01,"61,962"
2024-08-01,"58,112"
2024-09-01,"58,251"
2024-10-01,"66,854"
2024-11-01,"56,925"
2024-12-01,"58,796"
2024-01-01,"1700,808"
2024-02-01,"1707,683"
2024-03-01,"1644,985"
2024-04-01,"1626,115"
2024-05-01,"1604,498"
2024-06-01,"1614,066"
2024-07-01,"1657,336"
2024-08-01,"1592,842"
2024-09-01,"1629,728"
2024-10-01,"1543,786"
2024-11-01,"1618,08"
2024-12-01,"1644,16"
2024-01-01,"7266,827"
2024-02-01,"7603,95"
2024-03-01,"6992,923"
2024-04-01,"6809,038"
2024-05-01,"6609,346"
2024-06-01,"6960,172"
2024-07-01,"7408,929"
2024-08-01,"7568,111"
2024-09-01,"6733,153"
2024-10-01,"5768,064"
2024-11-01,"6626,591"
2024-12-01,"6837,821"
2024-01-01,"17357,772"
2024-02-01,"18242,494"
2024-03-01,"17595,776"
2024-04-01,"17782,427"
2024-05-01,"17135,819"
2024-06-01,"17547,553"
2024-07-01,"18159,755"
2024-08-01,"18402,97"
2024-09-01,"16813,299"
2024-10-01,"15742,821"
2024-11-01,"18155,961"
2024-12-01,"18388,467"
2024-01-01,"16265,205"
2024-02-01,"16236,333"
2024-03-01,"16607,794"
2024-04-01,"17032,945"
2024-05-01,"16918,487"
2024-06-01,"17020,999"
2024-07-01,"16911,219"
2024-08-01,"17314,432"
2024-09-01,"17012,744"
2024-10-01,"16483,058"
2024-11-01,"18715,506"
2024-12-01,"18606,238"
2024-01-01,"12046,754"
2024-02-01,"11375,712"
2024-03-01,"13111,211"
2024-04-01,"13749,112"
2024-05-01,"14568,237"
2024-06-01,"13599,382"
2024-07-01,"12437,8"
2024-08-01,"12670,803"
2024-09-01,"15316,019"
2024-10-01,"16803,42"
2024-11-01,"15219,381"
2024-12-01,"14130,067"
2024-01-01,"7971,514"
2024-02-01,"7231,153"
2024-03-01,"9049,165"
2024-04-01,"9666,621"
2024-05-01,"10699,496"
2024-06-01,"9477,848"
2024-07-01,"8410,037"
2024-08-01,"8433,994"
2024-09-01,"11283,049"
2024-10-01,"14339,001"
2024-11-01,"10753,647"
2024-12-01,"9687,45"
2024-01-01,"14676,385"
2024-02-01,"13229,035"
2024-03-01,"16978,473"
2024-04-01,"18450,252"
2024-05-01,"21290,926"
2024-06-01,"18449,813"
2024-07-01,"15525,906"
2024-08-01,"15879,869"
2024-09-01,"23342,356"
2024-10-01,"32601,159"
2024-11-01,"20865,481"
2024-12-01,"17970,66"
2024-01-01,"11902,67"
2024-02-01,"8996,051"
2024-03-01,"10769,316"
2024-04-01,"11602,437"
2024-05-01,"13198,834"
2024-06-01,"12185,394"
2024-07-01,"10772,072"
2024-08-01,"10768,654"
2024-09-01,"14420,133"
2024-10-01,"19911,104"
2024-11-01,"13721,337"
2024-12-01,"12406,652"
2024-01-01,"258,583"
2024-02-01,"248,707"
2024-03-01,"231,877"
2024-04-01,"229,22"
2024-05-01,"218,428"
2024-06-01,"222,03"
2024-07-01,"230,316"
2024-08-01,"222,722"
2024-09-01,"212,718"
2024-10-01,"206,504"
2024-11-01,"207,576"
2024-12-01,"224,765"
2024-01-01,"2394,457"
2024-02-01,"2389,238"
2024-03-01,"2133,24"
2024-04-01,"1949,55"
2024-05-01,"1888,241"
2024-06-01,"2071,129"
2024-07-01,"2268,739"
2024-08-01,"2244,263"
2024-09-01,"1938,169"
2024-10-01,"1531,871"
2024-11-01,"1705,283"
2024-12-01,"1857,648"
2024-01-01,"8708,66"
2024-02-01,"8673,281"
2024-03-01,"8561,956"
2024-04-01,"8416,03"
2024-05-01,"8285,126"
2024-06-01,"8586,083"
2024-07-01,"8693,631"
2024-08-01,"8231,991"
2024-09-01,"8097,853"
2024-10-01,"7876,797"
2024-11-01,"8052,872"
2024-12-01,"8558,423"
2024-01-01,"10854,499"
2024-02-01,"9403,645"
2024-03-01,"11150,302"
2024-04-01,"11782,506"
2024-05-01,"12847,555"
2024-06-01,"11767,847"
2024-07-01,"10602,883"
2024-08-01,"10029,599"
2024-09-01,"13171,372"
2024-10-01,"17344,536"
2024-11-01,"12992,754"
2024-12-01,"12614,227"
2024-01-01,"5,196"
2024-02-01,"6,594"
2024-03-01,"5,595"
2024-04-01,"4,992"
2024-05-01,"6,3"
2024-06-01,"5,16"
2024-07-01,"4,847"
2024-08-01,"6,272"
2024-09-01,"4,962"
2024-10-01,"4,5"
2024-11-01,"6,334"
2024-12-01,"5,194"
2024-01-01,"26,547"
2024-02-01,"20,511"
2024-03-01,"21,674"
2024-04-01,"22,493"
2024-05-01,"20,095"
2024-06-01,"20,487"
2024-07-01,"22,183"
2024-08-01,"19,114"
2024-09-01,"19,429"
2024-10-01,"20,153"
2024-11-01,"17,003"
2024-12-01,"18,018"
2024-01-01,"25,326"
2024-02-01,"20,792"
2024-03-01,"25,763"
2024-04-01,"25,162"
2024-05-01,"23,072"
2024-06-01,"26,89"
2024-07-01,"27,082"
2024-08-01,"22,394"
2024-09-01,"26,894"
2024-10-01,"26,174"
2024-11-01,"22,077"
2024-12-01,"26,319"
2024-01-01,"26,714"
2024-02-01,"45,13"
2024-03-01,"30,481"
2024-04-01,"32,778"
2024-05-01,"52,125"
2024-06-01,"37,26"
2024-07-01,"30,583"
2024-08-01,"42,611"
2024-09-01,"42,221"
2024-10-01,"44,383"
2024-11-01,"54,052"
2024-12-01,"46,384"
2024-01-01,"2,34"
2024-02-01,"2,73"
2024-03-01,"2,581"
2024-04-01,"2,23"
2024-05-01,"2,197"
2024-06-01,"2,356"
2024-07-01,"2,176"
2024-08-01,"2,296"
2024-09-01,"2,183"
2024-10-01,"1,79"
2024-11-01,"1,73"
2024-12-01,"2,211"
2024-01-01,"15,488"
2024-02-01,"15,078"
2024-03-01,"14,801"
2024-04-01,15
2024-05-01,"14,232"
2024-06-01,"16,133"
2024-07-01,"16,68"
2024-08-01,"15,586"
2024-09-01,"15,063"
2024-10-01,13
2024-11-01,"13,336"
2024-12-01,"13,672"
2024-01-01,"38,747"
2024-02-01,"35,422"
2024-03-01,"35,063"
2024-04-01,"34,252"
2024-05-01,"34,245"
2024-06-01,"34,078"
2024-07-01,"34,875"
2024-08-01,"32,398"
2024-09-01,"31,605"
2024-10-01,"34,739"
2024-11-01,"32,151"
2024-12-01,"31,279"
2024-01-01,"34,012"
2024-02-01,"30,221"
2024-03-01,"39,589"
2024-04-01,"40,092"
2024-05-01,"42,067"
2024-06-01,"34,268"
2024-07-01,"31,596"
2024-08-01,"31,768"
2024-09-01,"37,155"
2024-10-01,"50,482"
2024-11-01,"41,585"
2024-12-01,"41,314"
2024-01-01,"33,141"
2024-02-01,"33,609"
2024-03-01,"31,844"
2024-04-01,"32,233"
2024-05-01,"31,882"
2024-06-01,"32,438"
